,question_id,db_id,question,evidence,SQL,difficulty,STs
191,191,financial,How many loan accounts are for pre-payment of duration of 24 months with weekly issuance of statement.,Frequency = 'POPLATEK TYDNE' referes to weekly statement,SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.duration = 24 AND T1.frequency = 'POPLATEK TYDNE',simple,"['loan', 'account']"
192,192,financial,What is the average amount of loan which are still on running contract with statement issuance after each transaction?,"status = 'C' stands for running contract, OK so far; status = 'D' stands for running contract, client in debt. 'POPLATEK PO OBRATU' stands for issuance after transaction","SELECT AVG(T2.amount) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.status IN ('C', 'D') AND T1.frequency = 'POPLATEK PO OBRATU'",moderate,"['loan', 'account']"
193,193,financial,List all ID and district for clients that can only have the right to issue permanent orders or apply for loans.,Only the owner accounts have the right to issue permanent orders or apply for loans,"SELECT T3.client_id, T2.district_id, T2.A2 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id WHERE T3.type = 'OWNER'",moderate,"['disp', 'account', 'district']"
194,194,financial,"Provide the IDs and age of the client with high level credit card, which is eligible for loans.",the credit card is high-level refers to card.type = 'gold'; eligible for loans refers to disp.type = 'OWNER',"SELECT T1.client_id, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T3.birth_date) FROM disp AS T1 INNER JOIN card AS T2 ON T2.disp_id = T1.disp_id INNER JOIN client AS T3 ON T1.client_id = T3.client_id WHERE T2.type = 'gold' AND T1.type = 'OWNER'",moderate,"['client', 'disp', 'card']"
195,195,toxicology,What is the most common bond type?,most common bond type refers MAX(COUNT(bond_type)),"SELECT T.bond_type FROM ( SELECT bond_type, COUNT(bond_id) FROM bond GROUP BY bond_type ORDER BY COUNT(bond_id) DESC LIMIT 1 ) AS T",simple,['bond']
196,196,toxicology,"In the non-carcinogenic molecules, how many contain chlorine atoms?",non-carcinogenic molecules refers to label = '-'; chlorine atoms refers to element = 'cl',SELECT COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.element = 'cl' AND T1.label = '-',simple,"['atom', 'molecule']"
197,197,toxicology,Calculate the average number of oxygen atoms in single-bonded molecules.,single-bonded molecules refers to bond_type = '-' ; average number of oxygen atom = AVG(element = 'o'),"SELECT AVG(oxygen_count) FROM (SELECT T1.molecule_id, COUNT(T1.element) AS oxygen_count FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id  WHERE T2.bond_type = '-' AND T1.element = 'o'  GROUP BY T1.molecule_id) AS oxygen_counts",moderate,"['atom', 'bond']"
198,198,toxicology,On average how many carcinogenic molecules are single bonded?,"carcinogenic molecules refers to label = '+'; single-bonded refers to bond_type = '-'; average = DIVIDE(SUM(bond_type = '-'), COUNT(atom_id))","SELECT AVG(single_bond_count) FROM (SELECT T3.molecule_id, COUNT(T1.bond_type) AS single_bond_count FROM bond AS T1  INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN molecule AS T3 ON T3.molecule_id = T2.molecule_id WHERE T1.bond_type = '-' AND T3.label = '+' GROUP BY T3.molecule_id) AS subquery",challenging,"['atom', 'molecule', 'bond']"
199,199,toxicology,"In the molecule containing sodium atoms, how many are non-carcinogenic?",non-carcinogenic refers to label = '-'; sodium atoms refers to element = 'na',SELECT COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'na' AND T2.label = '-',simple,"['atom', 'molecule']"
200,200,toxicology,Find the triple-bonded molecules which are carcinogenic.,triple-bonded molecules refers to bond_type = '#'; carcinogenic refers to label = '+',SELECT DISTINCT T2.molecule_id FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#' AND T2.label = '+',simple,"['molecule', 'bond']"
201,201,toxicology,What is the percentage of carbon in double-bond molecules?,"carbon refers to element = 'c'; double-bond molecules refers to bond_type = '='; percentage = DIVIDE(SUM(element = 'c'), COUNT(atom_id))",SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element = 'c' THEN T1.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T1.atom_id) FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.bond_type = '=',moderate,"['atom', 'bond']"
202,202,toxicology,How many triple type bonds are there?,triple type bonds refers to bond_type = '#',SELECT COUNT(T.bond_id) FROM bond AS T WHERE T.bond_type = '#',simple,['bond']
203,203,toxicology,In how many atoms is there no bromine?,atoms with no bromine refers to element ! = 'br',SELECT COUNT(DISTINCT T.atom_id) FROM atom AS T WHERE T.element <> 'br',simple,['atom']
204,204,toxicology,"Of the first 100 molecules in number order, how many are carcinogenic?",first 100 molecules in number order refers to molecule_id between 'TR000' and 'TR099'; label = '+' means molecules are carcinogenic,SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE molecule_id BETWEEN 'TR000' AND 'TR099' AND T.label = '+',simple,['molecule']
205,205,toxicology,Identify by their ID the molecules in which there is carbon.,carbon refers to element = 'c';,SELECT T.molecule_id FROM atom AS T WHERE T.element = 'c',simple,['atom']
206,206,toxicology,What elements are in the TR004_8_9 bond atoms?,TR004_8_9 bond atoms refers to bond_id = 'TR004_8_9';,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR004_8_9',challenging,"['atom', 'connected']"
207,207,toxicology,What elements are in a double type bond?,double type bond refers to bond_type = '=';,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id WHERE T2.bond_type = '=',challenging,"['atom', 'connected', 'bond']"
208,208,toxicology,Which type of label is the most numerous in atoms with hydrogen?,with hydrogen refers to element = 'h'; label most numerous in atoms refers to MAX(COUNT(label)); ,"SELECT T.label FROM ( SELECT T2.label, COUNT(T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'h' GROUP BY T2.label ORDER BY COUNT(T2.molecule_id) DESC LIMIT 1 ) t",moderate,"['atom', 'molecule']"
209,209,toxicology,Chlorine is in what type of bond?,type of bond refers to bond_type; chlorine refers to element = 'cl',SELECT DISTINCT T1.bond_type FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id INNER JOIN atom AS T3 ON T2.atom_id = T3.atom_id WHERE T3.element = 'cl',simple,"['atom', 'connected', 'bond']"
210,210,toxicology,What atoms are connected in single type bonds?,single type bond refers to bond_type = '-';,"SELECT T2.atom_id, T2.atom_id2 FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.bond_type = '-'",simple,"['connected', 'bond']"
211,211,toxicology,Indicate which atoms are connected in non-carcinogenic type molecules.,label = '-' means molecules are non-carcinogenic,SELECT DISTINCT T1.atom_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id WHERE T2.label = '-',simple,"['atom', 'connected', 'molecule']"
212,212,toxicology,Which element is the least numerous in non-carcinogenic molecules?,label = '-' means molecules are non-carcinogenic; least numerous refers to MIN(COUNT(element));,"SELECT T.element FROM (SELECT T1.element, COUNT(DISTINCT T1.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '-' GROUP BY T1.element ORDER BY COUNT(DISTINCT T1.molecule_id) ASC LIMIT 1) t",challenging,"['atom', 'molecule']"
213,213,toxicology,What type of bond is there between the atoms TR004_8 and TR004_20?,type of bond refers to bond_type; between the atoms TR004_8 and TR004_20 refers to atom_id = 'TR004_8' AND atom_id2 = 'TR004_20' OR another way around,SELECT T1.bond_type FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T2.atom_id = 'TR004_8' AND T2.atom_id2 = 'TR004_20' OR T2.atom_id2 = 'TR004_8' AND T2.atom_id = 'TR004_20',moderate,"['connected', 'bond']"
214,214,toxicology,What type of label is not on molecules with atoms with tin?,tin refers to element ! = 'sn'; label = '+' mean molecules are carcinogenic; label = '-' means molecules are non-carcinogenic,SELECT DISTINCT T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element != 'sn',simple,"['atom', 'molecule']"
215,215,toxicology,How many atoms with iodine and with sulfur type elements are there in single bond molecules?,with iodine element refer to element = 'i'; with sulfur element refers to element = 's'; single type bond refers to bond_type = '-'; Should consider the distinct atoms when counting;,"SELECT COUNT(DISTINCT CASE WHEN T1.element = 'i' THEN T1.atom_id ELSE NULL END) AS iodine_nums , COUNT(DISTINCT CASE WHEN T1.element = 's' THEN T1.atom_id ELSE NULL END) AS sulfur_nums FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_type = '-'",challenging,"['atom', 'connected', 'bond']"
216,216,toxicology,Identify all connected atoms with a triple bond.,triple bond refers to bond_type = '#';,"SELECT T2.atom_id, T2.atom_id2 FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.bond_type = '#'",simple,"['connected', 'bond']"
217,217,toxicology,Identify all the atoms that are connected to the atoms of the TR181 molecule.,TR181 molecule refers to molecule_id = 'TR181',"SELECT T2.atom_id, T2.atom_id2 FROM atom AS T1 INNER JOIN connected AS T2 ON T2.atom_id = T1.atom_id WHERE T1.molecule_id = 'TR181'",simple,"['atom', 'connected']"
218,218,toxicology,What percentage of carcinogenic-type molecules does not contain fluorine?,"label = '+' mean molecules are carcinogenic; contain fluorine refers to element = 'f'; percentage = DIVIDE(SUM(element = 'f') * 100, COUNT(molecule_id)) where label = '+'; Should consider the distinct atoms when counting;",SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element <> 'f' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',challenging,"['atom', 'molecule']"
219,219,toxicology,What is the percentage of carcinogenic molecules in triple type bonds?,"label = '+' mean molecules are carcinogenic; triple bond refers to bond_type = '#'; percentage = DIVIDE(SUM(bond_type = '#') * 100, COUNT(bond_id)) as percent where label = '+'",SELECT CAST(COUNT(DISTINCT CASE WHEN T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '#',challenging,"['atom', 'molecule', 'bond']"
220,220,toxicology,Please list top three elements of the toxicology of the molecule TR000 in alphabetical order.,TR000 is the molecule id;,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR000' ORDER BY T.element LIMIT 3,challenging,['atom']
221,221,toxicology,What are the atoms that are bonded in the molecule TR001 with the bond ID of TR001_2_6?,TR001 is the molecule id; TR001_2_6 is the bond id,"SELECT SUBSTR(T.bond_id, 1, 7) AS atom_id1 , T.molecule_id || SUBSTR(T.bond_id, 8, 2) AS atom_id2 FROM bond AS T WHERE T.molecule_id = 'TR001' AND T.bond_id = 'TR001_2_6'",simple,['bond']
222,222,toxicology,What is the difference between the number of molecules that are carcinogenic and those that are not?,"label = '+' means molecules are carcinogenic; label = '-' means molecules are non-carcinogenic; difference = SUBTRACT(SUM(label = '+'), SUM(label = '-'))",SELECT COUNT(CASE WHEN T.label = '+' THEN T.molecule_id ELSE NULL END) - COUNT(CASE WHEN T.label = '-' THEN T.molecule_id ELSE NULL END) AS diff_car_notcar FROM molecule t,moderate,['molecule']
223,223,toxicology,What are the atom IDs of the bond TR000_2_5?,TR000_2_5 is the bond id,SELECT T.atom_id FROM connected AS T WHERE T.bond_id = 'TR000_2_5',simple,['connected']
224,224,toxicology,What are the bond IDs that have the same atom ID 2 of TR000_2?,TR000_2 is the atom id; atom ID 2 refers to atom_id2,SELECT T.bond_id FROM connected AS T WHERE T.atom_id2 = 'TR000_2',simple,['connected']
225,225,toxicology,Please list top five molecules that have double bonds in alphabetical order.,double bond refers to bond_type = ' = ';,SELECT DISTINCT T.molecule_id FROM bond AS T WHERE T.bond_type = '=' ORDER BY T.molecule_id LIMIT 5,simple,['bond']
226,226,toxicology,What is the percentage of double bonds in the molecule TR008? Please provide your answer as a percentage with five decimal places.,"double bond refers to bond_type = '='; TR008 is the molecule id; percentage = DIVIDE(SUM(bond_type = '='), COUNT(bond_id)) as percent where molecule_id = 'TR008'","SELECT ROUND(CAST(COUNT(CASE WHEN T.bond_type = '=' THEN T.bond_id ELSE NULL END) AS REAL) * 100 / COUNT(T.bond_id),5) FROM bond AS T WHERE T.molecule_id = 'TR008'",moderate,['bond']
227,227,toxicology,What is the percentage of molecules that are carcinogenic? Please provide your answer as a percentage with three decimal places.,"label = '+' mean molecules are carcinogenic; percentage = DIVIDE(SUM(label = '+'), COUNT(molecule_id)) as percent","SELECT ROUND(CAST(COUNT(CASE WHEN T.label = '+' THEN T.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(T.molecule_id),3) FROM molecule t",simple,['molecule']
228,228,toxicology,How much of the hydrogen in molecule TR206 is accounted for? Please provide your answer as a percentage with four decimal places.,"hydrogen refers to element = 'h'; TR206 is the molecule id; percentage = DIVIDE(SUM(element = 'h'), COUNT(atom_id)) as percent where molecule_id = 'TR206'","SELECT ROUND(CAST(COUNT(CASE WHEN T.element = 'h' THEN T.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(T.atom_id),4) FROM atom AS T WHERE T.molecule_id = 'TR206'",moderate,['atom']
